OverallRating,SentimentScore,count
9.5,0.2263,1
7.7,0.5106,2
0.0,-0.3182,1
6.0,0.0,7
9.2,0.5574,1
7.8,0.0,7
9.4,-0.1027,1
5.1,0.2023,1
8.7,0.0,9
0.3,-0.6249,1
10.0,0.5106,7
8.0,-0.4939,1
0.7,-0.296,1
8.0,-0.2732,1
4.8,-0.4939,1
5.0,-0.2755,1
3.4,0.0258,1
1.7,0.0,20
1.4,-0.4767,1
9.0,0.4404,1
2.9,0.5719,1
0.9,-0.6249,1
5.6,0.4404,1
9.6,0.4404,1
8.6,0.5563,1
3.9,0.296,2
6.9,0.5563,1
7.6,0.4754,1
4.7,-0.4767,1
7.4,0.2263,2
9.7,0.4404,2
3.5,0.0,9
2.0,-0.4019,1
2.0,-0.5256,1
5.9,-0.0516,1
2.6,0.6369,1
3.5,0.4588,1
2.8,-0.3818,1
8.6,0.4404,3
7.6,-0.296,1
1.1,-0.2263,1
8.6,0.5413,1
9.6,0.4939,1
9.9,0.5719,1
5.0,0.2263,1
0.9,-0.4019,1
10.0,0.5413,3
9.8,0.5719,1
5.1,-0.4939,1
9.8,0.5859,2
2.9,-0.4767,1
7.8,0.5413,1
2.2,-0.4767,4
6.3,0.3182,1
1.6,-0.4767,4
7.1,0.7184,1
3.8,0.3612,1
2.2,0.4019,1
8.4,0.5719,1
2.0,-0.4404,1
4.5,-0.5256,1
2.5,0.0,14
7.1,0.34,1
4.5,0.1796,1
7.6,0.0,7
6.3,-0.6249,1
9.0,0.5106,1
2.0,0.0,20
2.5,-0.5256,2
4.2,-0.2755,1
