OverallRating,ReviewHeader,TypeOfTraveller,SeatType,DateFlown,SeatComfort,CabinStaffService,GroundService,Aircraft,Food&Beverages,Departure,Destination
8.7,"""crew were superb and professional""",Couple Leisure,Business Class,Jun,4.0,5.0,3.0,A380,4.0,Heathrow,Vancouver
2.0,"""absolutely terrible service""",Solo Leisure,Economy Class,Jun,3.0,1.0,1.0,A350,1.0,MRS,Heathrow
2.9,"""seats very narrow and close together""",Couple Leisure,Economy Class,Jun,1.0,2.0,2.0,A380,2.0,LAX,Heathrow
3.4,"""could not check our luggage through""",Couple Leisure,First Class,Jun,4.0,5.0,1.0,A380,4.0,O.R. Tambo,Heathrow
3.4,"""British Airways is the worst""",Solo Leisure,Economy Class,Jun,4.0,1.0,2.0,Boeing 777,4.0,Heathrow,Suvarnabhumi
10.0,"""seat was really comfortable""",Couple Leisure,Premium Economy,Jun,5.0,5.0,5.0,Boeing 787,5.0,Heathrow,EWR
7.5,"""overall a pleasant flight""",Couple Leisure,Economy Class,Jun,4.0,4.0,5.0,A319,3.0,Gatwick,OPO
7.8,"""handled a difficult situation professionally""",Family Leisure,Economy Class,Jun,2.0,5.0,4.0,Boeing 787-9,4.0,NCL,Heathrow
1.1,"""passing off economy seats as business""",Couple Leisure,Business Class,Jun,1.0,4.0,1.0,Boeing 767,2.0,Athens,Heathrow
2.5,"""service is simply terrible""",Couple Leisure,Premium Economy,May,2.0,1.0,3.0,Boeing 747-400,1.0,NAS,Heathrow
2.7,"""customer service the worst going""",Family Leisure,Economy Class,Jun,2.0,2.0,3.0,Boeing 777,2.0,AGP,Gatwick
9.8,"""staff friendly but professional""",Solo Leisure,Economy Class,Jun,5.0,5.0,5.0,Boeing 777-200ER,5.0,John F. Kennedy,Gatwick
0.2,"""not an uncommon occurrence""",Family Leisure,First Class,Jun,4.0,4.0,1.0,Boeing 767,2.0,Heathrow,ORD
0.3,"""flight was late and chaotic""",Couple Leisure,Economy Class,May,1.0,1.0,1.0,A320,1.0,Gatwick,FAO
5.0,"""there is no other choice""",Business,Economy Class,Jun,4.0,3.0,3.0,A320,1.0,Heathrow,Edinburgh
2.6,"""did not have a good experience""",Couple Leisure,Economy Class,Jun,1.0,1.0,2.0,Boeing 777-200,4.0,LAS,Heathrow
10.0,"""good selection of food and drinks""",Couple Leisure,Business Class,Apr,5.0,5.0,5.0,A320,5.0,Heathrow,DUB
8.8,"""cabin crew were excellent""",Solo Leisure,Business Class,May,4.0,5.0,5.0,Boeing 777,4.0,Grantley Adams,Gatwick
0.1,"""staff are extremely unhelpful""",Couple Leisure,Economy Class,Jun,1.0,1.0,1.0,Boeing 747,1.0,Heathrow,Miami
4.3,"""really does downgrade the experience""",Solo Leisure,First Class,Jun,5.0,2.0,4.0,Boeing 777-200,1.0,PHL,Heathrow
6.1,"""attention to detail is lacking""",Solo Leisure,Premium Economy,Jun,4.0,3.0,4.0,A380,2.0,Heathrow,Singapore
3.5,"""food was just appalling""",Couple Leisure,Business Class,Jun,4.0,5.0,5.0,Boeing 777-200,1.0,Heathrow,Boston
4.3,"""poorest seating arrangement""",Couple Leisure,Business Class,May,3.0,2.0,5.0,Boeing 777,3.0,Singapore,SYD
9.9,"""crew friendly and efficient""",Couple Leisure,Business Class,Jun,4.0,5.0,5.0,A320,5.0,Gatwick,PFO
7.0,"""service was fine but underwhelming""",Solo Leisure,First Class,Jun,5.0,4.0,1.0,A320,3.0,BCN,Heathrow
7.8,"""excellent cabin crew""",Couple Leisure,Business Class,Jun,3.0,5.0,4.0,Boeing 777,4.0,UVF,Gatwick
2.6,"""further delay was likely""",Couple Leisure,Premium Economy,May,4.0,3.0,1.0,Boeing 777,3.0,Gatwick,UVF
3.0,"""a mediocre service""",Business,Economy Class,Jun,1.0,3.0,4.0,A319,2.0,Heathrow,STR
9.9,"""good fare from their sale""",Solo Leisure,First Class,Jun,5.0,5.0,5.0,A320,4.0,Manchester,Heathrow
5.0,"""slowed down the process""",Couple Leisure,Economy Class,Apr,3.0,3.0,2.0,A320,3.0,Heathrow,OTP
7.4,"""does what you would expect""",Couple Leisure,First Class,Jun,3.0,4.0,1.0,Boeing 747-400,4.0,John F. Kennedy,Heathrow
2.4,"""flight had been over booked""",Couple Leisure,Economy Class,May,2.0,2.0,1.0,A320-200,1.0,Gatwick,Edinburgh
5.0,"""have let their standards slip""",Family Leisure,Economy Class,May,2.0,2.0,2.0,Boeing 747-400,2.0,Heathrow,Miami
4.5,"""little advantage using BA on this route""",Couple Leisure,Business Class,May,4.0,3.0,3.0,A380-800,3.0,Gatwick,LIM
8.1,"""attendants were very polite""",Solo Leisure,Economy Class,May,5.0,5.0,5.0,Boeing 747,1.0,John F. Kennedy,Heathrow
3.4,"""not better service than EasyJet""",Solo Leisure,Economy Class,May,3.0,4.0,1.0,Boeing 777-200ER,1.0,Geneva,Heathrow
4.4,"""very disappointing experience""",Couple Leisure,Economy Class,May,4.0,2.0,3.0,A321,1.0,Dubai,Heathrow
8.2,"""BA falls down on presentation""",Solo Leisure,Economy Class,May,3.0,4.0,4.0,Boeing 747-400,4.0,Heathrow,Dubai
7.7,"""seat was very comfortable""",Solo Leisure,Premium Economy,May,5.0,4.0,3.0,A380,4.0,Heathrow,San Francisco
4.1,"""overall a negative experience""",Couple Leisure,Economy Class,May,3.0,5.0,1.0,Boeing 777-200,4.0,Gatwick,PUJ
8.6,"""a thoroughly pleasant flight""",Couple Leisure,Economy Class,May,4.0,4.0,4.0,Boeing 777,4.0,Gatwick,BDA
9.7,"""nice crew and good food""",Solo Leisure,Business Class,Mar,5.0,5.0,5.0,Boeing 787,5.0,Heathrow,Toronto
2.6,"""wish I'd never upgraded""",Business,Business Class,May,3.0,3.0,1.0,A380,2.0,WAW,Heathrow
0.1,"""no systems in place to cope""",Couple Leisure,Economy Class,May,4.0,5.0,1.0,A380,3.0,MXP,Heathrow
7.4,"""just about adequate""",Solo Leisure,Economy Class,May,3.0,4.0,3.0,Boeing 777-300,4.0,Suvarnabhumi,Heathrow
7.5,"""one of my favourite airlines""",Family Leisure,Business Class,May,4.0,5.0,2.0,A320,4.0,Heathrow,CDG
3.0,"""exception is British Airways""",Business,Business Class,May,4.0,3.0,4.0,A380,3.0,San Francisco,Heathrow
10.0,"""unexpectedly served breakfast""",Solo Leisure,Economy Class,May,5.0,5.0,5.0,Saab 2000,5.0,London,IOM
7.4,"""crew professional and friendly""",Couple Leisure,Economy Class,May,4.0,4.0,4.0,A321,4.0,Amsterdam,Heathrow
0.3,"""rude and obnoxious""",Couple Leisure,Economy Class,May,1.0,1.0,1.0,Boeing 787-9,2.0,Gatwick,UVF
10.0,"""treated incredibly well""",Couple Leisure,Economy Class,May,5.0,5.0,4.0,Boeing 747,5.0,Heathrow,Miami
5.8,"""service in a very discreet way""",Couple Leisure,Economy Class,May,4.0,4.0,5.0,Boeing 747-400,3.0,John F. Kennedy,Heathrow
5.3,"""let down by inferior product""",Couple Leisure,Business Class,May,4.0,4.0,4.0,Boeing 747-400,3.0,Heathrow,John F. Kennedy
7.2,"""boarding worked well""",Couple Leisure,Economy Class,Apr,4.0,4.0,4.0,A320,3.0,Gatwick,DBV
4.0,"""no different than a budget airline""",Couple Leisure,Economy Class,May,2.0,4.0,3.0,A320,3.0,Heathrow,WAW
6.7,"""Club World configuration is odd """,Couple Leisure,Business Class,May,4.0,4.0,4.0,Boeing 777,4.0,Grantley Adams,Gatwick
8.6,"""cabin crew were faultless""",Couple Leisure,Business Class,May,4.0,5.0,4.0,Boeing 777,4.0,Gatwick,Grantley Adams
6.0,"""food is minimal""",Solo Leisure,Economy Class,May,2.0,2.0,3.0,A320,2.0,MXP,Heathrow
2.0,"""erosion of quality and services""",Couple Leisure,Business Class,May,1.0,3.0,3.0,A320,1.0,Heathrow,BCN
2.0,"""journey was very cramped""",Solo Leisure,Economy Class,May,2.0,1.0,3.0,A350,1.0,Gatwick,CTA
7.4,"""I would fly BA again""",Family Leisure,Economy Class,May,4.0,3.0,5.0,Boeing 777,4.0,Gatwick,MCO
3.4,"""probably the worst food experienced""",Family Leisure,Premium Economy,May,3.0,4.0,4.0,Boeing 777-200,1.0,Suvarnabhumi,Heathrow
8.4,"""cabin crew friendly""",Solo Leisure,Economy Class,May,4.0,5.0,4.0,Boeing 777,4.0,PVG,Heathrow
1.4,"""Total rip off BA""",Couple Leisure,Business Class,May,1.0,4.0,1.0,A320,3.0,Gatwick,FNC
7.4,"""not a bad flight""",Solo Leisure,Premium Economy,May,4.0,4.0,4.0,Boeing 747-400,3.0,Heathrow,DEN
4.3,"""going downhill BA""",Solo Leisure,Premium Economy,May,2.0,3.0,3.0,A319,1.0,Heathrow,BSL
1.6,"""journey was chaotic and stressful""",Couple Leisure,Economy Class,May,3.0,2.0,2.0,A320-200,1.0,LYS,Heathrow
4.1,"""operated by American Airlines""",Solo Leisure,Economy Class,May,2.0,2.0,4.0,A320,2.0,PSA,Heathrow
3.6,"""not very accommodating""",Solo Leisure,Premium Economy,May,2.0,5.0,2.0,Boeing 747-400,4.0,NAS,Heathrow
6.1,"""seats badly need up-dating""",Business,Business Class,May,1.0,4.0,4.0,Boeing 787,3.0,Heathrow,Seoul
0.9,"""economy seats sold as business""",Couple Leisure,Business Class,May,1.0,3.0,1.0,A320,3.0,Heathrow,JTR
2.1,"""I will no longer fly with BA""",Couple Leisure,Economy Class,Dec,2.0,3.0,2.0,Boeing 747,1.0,TXL,Heathrow
1.3,"""unimpressed with British Airways""",Solo Leisure,Economy Class,May,3.0,2.0,1.0,A321 Neo,3.0,DUB,Heathrow
2.0,"""Avianca not part of oneworld""",Solo Leisure,Economy Class,Apr,4.0,3.0,1.0,Boeing 787-9,3.0,CDG,Heathrow
2.5,"""cabin crew service was lacklustre""",Solo Leisure,Economy Class,May,1.0,1.0,3.0,Boeing 787,1.0,Kuala Lumpur,Heathrow
9.2,"""avoid business long haul""",Couple Leisure,Business Class,May,3.0,3.0,2.0,Boeing 787-8,3.0,Heathrow,NCE
9.9,"""reminded me of the old BA""",Couple Leisure,First Class,Mar,3.0,4.0,5.0,Boeing 777-200,5.0,Toronto,Heathrow
3.5,"""BA has gone downhill""",Solo Leisure,Economy Class,Apr,2.0,4.0,4.0,Boeing 787,1.0,ACC,Heathrow
4.7,"""delay outbound and back""",Couple Leisure,Economy Class,Apr,3.0,2.0,2.0,Boeing 747-400,3.0,Heathrow,Miami
3.9,"""business class is a joke""",Business,Business Class,Apr,1.0,2.0,1.0,A319,1.0,OSL,Heathrow
6.7,"""better than I've had for a while""",Business,Business Class,Apr,4.0,4.0,4.0,A319,5.0,Gatwick,IBZ
8.1,"""a big improvement""",Family Leisure,Business Class,Apr,4.0,5.0,5.0,Boeing 777-300 ER,3.0,ORD,Heathrow
7.6,"""good job in economy""",Business,Economy Class,Apr,3.0,3.0,3.0,Boeing 747-400,3.0,Dubai,Heathrow
7.5,"""very pleasantly surprised""",Solo Leisure,Economy Class,Apr,3.0,4.0,4.0,Boeing 777-200,4.0,Heathrow,San Francisco
9.3,"""flight was excellent""",Family Leisure,Business Class,Apr,5.0,5.0,4.0,Boeing 747-400,5.0,ORD,Heathrow
5.0,"""I have not been impressed""",Family Leisure,Economy Class,Apr,4.0,3.0,1.0,A380-800,2.0,FCO,Heathrow
1.0,"""was the worst flight""",Solo Leisure,Economy Class,Apr,3.0,4.0,1.0,Boeing 777-200ER,1.0,Edinburgh,Heathrow
1.8,"""days of glory are long gone""",Family Leisure,Economy Class,Apr,1.0,2.0,2.0,Boeing 747,1.0,Manchester,Heathrow
0.7,"""cares nothing for its passengers""",Business,Business Class,Apr,4.0,4.0,1.0,Boeing 787,2.0,Heathrow,PHL
6.8,"""change in attitude from staff""",Couple Leisure,Premium Economy,Mar,5.0,4.0,5.0,Boeing 787,5.0,Heathrow,YYC
9.5,"""style and attention to detail""",Couple Leisure,First Class,Apr,4.0,5.0,5.0,Boeing 747,5.0,Heathrow,Toronto
3.2,"""most exhausting trip""",Business,Economy Class,Apr,1.0,2.0,3.0,A380,1.0,Amsterdam,Heathrow
10.0,"""experience was fantastic""",Solo Leisure,First Class,Mar,5.0,5.0,5.0,A380,5.0,Heathrow,Hong Kong
10.0,"""FAs were brilliant""",Couple Leisure,Business Class,Apr,4.0,5.0,4.0,Boeing 747-400,5.0,Heathrow,GRU
3.9,"""very quick and efficient""",Business,Economy Class,Apr,3.0,2.0,2.0,Boeing 777,2.0,Heathrow,NBO
5.6,"""food was average""",Business,Premium Economy,Apr,3.0,2.0,3.0,Boeing 777,2.0,NBO,Heathrow
1.6,"""a very uncomfortable flight""",Couple Leisure,Economy Class,Apr,1.0,3.0,3.0,Boeing 787,1.0,Vancouver,Heathrow
3.9,"""would avoid again""",Business,First Class,Apr,5.0,2.0,1.0,Boeing 777-200,2.0,DOH,BAH
2.1,"""better alternatives out there""",Business,Business Class,Feb,3.0,4.0,2.0,A380,2.0,Heathrow,O.R. Tambo
1.9,"""deeply distressing flight """,Solo Leisure,Economy Class,Apr,2.0,3.0,1.0,A380,1.0,Heathrow,O.R. Tambo
2.0,"""customer service non existent""",Family Leisure,Economy Class,Apr,1.0,3.0,2.0,A320,1.0,Manchester,Heathrow
2.8,"""worse than Ryanair or EasyJet""",Couple Leisure,Economy Class,Jan,1.0,1.0,1.0,Boeing 777-300,2.0,GIB,Heathrow
9.1,"""very pleased with the experience""",Couple Leisure,Economy Class,Apr,3.0,5.0,5.0,Boeing 747,5.0,Heathrow,John F. Kennedy
7.7,"""journeys were uneventful""",Solo Leisure,Business Class,Apr,4.0,5.0,4.0,Boeing 777,4.0,Heathrow,IAH
7.9,"""the service is good""",Solo Leisure,Business Class,Feb,4.0,4.0,3.0,Boeing 777,4.0,Heathrow,PEK
7.9,"""food was above average""",Solo Leisure,Economy Class,Apr,2.0,5.0,5.0,Boeing 747,5.0,Vancouver,Heathrow
7.7,"""happy that it was on time""",Solo Leisure,Economy Class,Mar,3.0,4.0,3.0,A321,3.0,Heathrow,CDG
7.4,"""the flight was satisfactory""",Solo Leisure,Premium Economy,Mar,4.0,4.0,3.0,A380,3.0,Hong Kong,Heathrow
9.2,"""service and food were very good""",Couple Leisure,Business Class,Mar,5.0,5.0,5.0,A380-800,5.0,San Francisco,Heathrow
7.8,"""treat myself to premium economy""",Solo Leisure,Premium Economy,May,5.0,5.0,4.0,Boeing 747-400,4.0,PEK,Heathrow
8.6,"""A380 for the first time""",Couple Leisure,Premium Economy,Mar,5.0,5.0,4.0,A380,4.0,Heathrow,LAX
7.7,"""better than easyjet or Ryanair""",Family Leisure,Economy Class,Apr,4.0,4.0,3.0,A320,4.0,Heathrow,Athens
3.2,"""made me check in the trolley """,Business,Business Class,Apr,4.0,4.0,1.0,Boeing 747,3.0,RUH,Heathrow
5.8,"""used to be better than this""",Solo Leisure,Business Class,Apr,1.0,3.0,2.0,A320,1.0,Amsterdam,Gatwick
5.2,"""pre-allocated me a middle seat""",Solo Leisure,Economy Class,Apr,3.0,1.0,1.0,A319,1.0,Gatwick,Amsterdam
2.9,"""not what you call a happy customer""",Solo Leisure,Economy Class,Apr,3.0,4.0,3.0,Boeing 787-8,4.0,MRS,Heathrow
7.2,"""hit and miss at times""",Family Leisure,Business Class,Apr,3.0,4.0,2.0,Boeing 767-300,5.0,Heathrow,LCA
9.2,"""BA got us all home""",Couple Leisure,Economy Class,Apr,4.0,5.0,4.0,SAAB 2000,5.0,London,IOM
4.5,"""not up to BA standards""",Solo Leisure,Economy Class,Apr,3.0,1.0,5.0,Boeing 737,1.0,CPH,Heathrow
7.5,"""felt a bit like catching a bus""",Business,Economy Class,Mar,4.0,5.0,4.0,E170,4.0,London,RTM
9.9,"""seat selection costs extra""",Couple Leisure,Business Class,Mar,5.0,5.0,5.0,Boeing 787,5.0,Toronto,Heathrow
9.4,"""absolutely no complaints""",Couple Leisure,Business Class,Mar,5.0,5.0,5.0,Boeing 777,5.0,TLV,Heathrow
5.8,"""same seat as economy class""",Couple Leisure,Business Class,Mar,3.0,5.0,3.0,A319,3.0,Gatwick,FCO
7.1,"""absurd cost-cutting measure""",Business,Business Class,Mar,3.0,4.0,4.0,A380,3.0,IAD,Heathrow
3.4,"""aircraft was very old and dated""",Solo Leisure,Economy Class,Mar,3.0,2.0,4.0,Boeing 747-400,1.0,Miami,Heathrow
2.1,"""approaching a national tragedy""",Couple Leisure,Business Class,Mar,1.0,4.0,3.0,A321,3.0,Heathrow,PSA
3.6,"""worst flight for some time""",Couple Leisure,Premium Economy,Mar,2.0,1.0,2.0,Boeing 777,1.0,UVF,Gatwick
7.8,"""less comfortable than older style""",Family Leisure,Economy Class,Mar,3.0,5.0,2.0,A320,3.0,SVQ,Gatwick
7.7,"""will fly again with BA""",Family Leisure,Economy Class,Mar,4.0,4.0,4.0,Boeing 777-300,3.0,OSL,Heathrow
7.7,"""better than most shorthaul""",Family Leisure,Economy Class,Mar,3.0,4.0,4.0,A319,3.0,Gatwick,SVQ
8.9,"""seat let down very good flight""",Solo Leisure,Economy Class,Mar,3.0,4.0,4.0,Boeing 787,4.0,BCN,Heathrow
2.5,"""same leg room as in Economy""",Couple Leisure,Business Class,Mar,1.0,3.0,4.0,Boeing 767,3.0,IST,Heathrow
8.0,"""friendly and efficient service""",Couple Leisure,Economy Class,Mar,3.0,5.0,4.0,Boeing 777-200,4.0,Heathrow,IAH
0.9,"""BA.com been truly appalling""",Couple Leisure,First Class,Mar,3.0,4.0,4.0,Boeing 747-400,3.0,Heathrow,DEN
8.0,"""overall experience was pleasant""",Solo Leisure,Economy Class,Mar,3.0,4.0,4.0,Boeing 747-400,4.0,SEA,Heathrow
6.2,"""food served has declined""",Solo Leisure,Economy Class,Mar,2.0,5.0,4.0,Boeing 787,1.0,AUH,Heathrow
6.0,"""the most uncomfortable flight""",Solo Leisure,Business Class,Mar,2.0,2.0,3.0,A320,2.0,Gatwick,Amsterdam
10.0,"""terrific in-flight service""",Solo Leisure,First Class,Mar,5.0,5.0,5.0,Boeing 747-400,5.0,ORD,Heathrow
10.0,"""a drinks and meal service""",Solo Leisure,Business Class,Mar,5.0,5.0,5.0,A320,5.0,Heathrow,Amsterdam
2.5,"""degraded its economy product""",Couple Leisure,Economy Class,Mar,1.0,5.0,3.0,Boeing 777,1.0,PHL,Heathrow
5.9,"""prefer the 767 on this route""",Business,Economy Class,Mar,4.0,4.0,4.0,A320,2.0,Heathrow,Edinburgh
3.3,"""degraded its economy product""",Couple Leisure,Economy Class,Mar,1.0,5.0,3.0,Boeing 777,1.0,PHL,Heathrow
1.0,"""seat was truly dreadful""",Solo Leisure,Premium Economy,Jan,1.0,2.0,2.0,Boeing 777-300,1.0,Singapore,Heathrow
9.5,"""in my case worth the money""",Couple Leisure,Premium Economy,Mar,3.0,5.0,5.0,Boeing 777,4.0,Heathrow,NBO
7.0,"""seats feel very cramped""",Solo Leisure,Economy Class,Jan,2.0,4.0,4.0,A320,4.0,Athens,Heathrow
8.9,"""staff are very professional""",Solo Leisure,Business Class,Feb,4.0,5.0,5.0,A321,5.0,Heathrow,PRG
10.0,"""lunch was one of the best""",Solo Leisure,Business Class,Feb,4.0,5.0,4.0,A320,5.0,TRN,Gatwick
1.6,"""turf you into cattle class""",Couple Leisure,Economy Class,Mar,1.0,1.0,2.0,Boeing 747-400,1.0,AUS,Heathrow
9.9,"""staff energetic and motivated""",Couple Leisure,Economy Class,Mar,5.0,5.0,5.0,A320,5.0,HEL,Heathrow
5.1,"""crew polite but not friendly""",Couple Leisure,Premium Economy,Mar,2.0,3.0,4.0,Boeing 777,3.0,PUJ,Gatwick
0.5,"""seats are very uncomfortable""",Business,Economy Class,Mar,1.0,2.0,5.0,A321,1.0,Heathrow,SVO
7.3,"""rather typical BA attitude""",Solo Leisure,Economy Class,Mar,4.0,3.0,3.0,A320,3.0,Heathrow,ZRH
8.2,"""friendly and attentive crew""",Solo Leisure,Business Class,Feb,4.0,4.0,4.0,A321,3.0,ZRH,Heathrow
3.6,"""not overly happy with experience""",Couple Leisure,Premium Economy,Nov,1.0,4.0,4.0,A380,3.0,Miami,Heathrow
1.1,"""what a mistake""",Business,Premium Economy,Mar,3.0,3.0,1.0,Boeing 777,3.0,Hong Kong,Heathrow
9.8,"""polite and professional""",Solo Leisure,Economy Class,Mar,5.0,5.0,5.0,A319,3.0,Heathrow,Edinburgh
8.1,"""Premium Economy recommended""",Couple Leisure,Premium Economy,Sep,5.0,4.0,4.0,A380,5.0,Edinburgh,Heathrow
6.0,"""IFE about 10 years out of date""",Couple Leisure,Economy Class,Mar,1.0,2.0,4.0,A380-800,4.0,Gatwick,PUJ
8.8,"""cabin was comfortable""",Couple Leisure,First Class,Mar,5.0,4.0,3.0,Boeing 777,3.0,Heathrow,Singapore
1.7,"""lounge closed for some time""",Business,Business Class,Feb,2.0,4.0,1.0,A380-800,4.0,Gatwick,RAK
7.0,"""not sure I'd pay for Premium Economy""",Couple Leisure,Premium Economy,Feb,4.0,4.0,4.0,Boeing 777,3.0,Heathrow,GIG
1.7,"""end-to-end experience poor""",Business,First Class,Feb,1.0,1.0,1.0,Boeing 747-400,1.0,Heathrow,ORD
9.6,"""product can be so variable""",Solo Leisure,Economy Class,Mar,4.0,5.0,5.0,Boeing 767,4.0,Heathrow,Athens
7.4,"""a good experience flying BA""",Business,Economy Class,Feb,4.0,4.0,3.0,Boeing 747-400,4.0,CPH,Heathrow
8.5,"""seat space same as economy""",Solo Leisure,Business Class,Feb,2.0,5.0,5.0,A320,5.0,Heathrow,MUC
4.0,"""you're flying cattle class""",Solo Leisure,Economy Class,Sep,1.0,2.0,3.0,A320,2.0,ARN,Heathrow
2.8,"""food offered was pretty basic""",Business,Business Class,Mar,3.0,4.0,4.0,A320,2.0,Heathrow,HEL
7.3,"""excessive hand baggage""",Couple Leisure,Economy Class,Feb,4.0,5.0,4.0,Boeing 777-200,4.0,Edinburgh,Heathrow
9.6,"""Friendly staff""",Solo Leisure,Economy Class,Mar,4.0,5.0,4.0,A320,5.0,VCE,Gatwick
9.7,"""seat was comfortable""",Business,Business Class,Feb,5.0,5.0,4.0,Boeing 787,4.0,Heathrow,MAA
8.1,"""decided to upgrade""",Solo Leisure,Business Class,Mar,4.0,5.0,5.0,Boeing 777-200,4.0,John F. Kennedy,Heathrow
7.9,"""seat pitch only 31 inches""",Solo Leisure,Economy Class,Feb,4.0,4.0,4.0,Boeing 777-300 ER,3.0,Heathrow,John F. Kennedy
4.3,"""on board service okay""",Business,Economy Class,Mar,4.0,4.0,4.0,A320,3.0,LHR - EDI,Heathrow
3.1,"""seats were uncomfortable""",Solo Leisure,Economy Class,Mar,2.0,5.0,3.0,Boeing 777,2.0,John F. Kennedy,Heathrow
7.3,"""cabin looks a bit shabby""",Couple Leisure,Economy Class,Feb,3.0,5.0,4.0,Boeing 747-400,4.0,ACC,Heathrow
9.3,"""do what they say they will do""",Solo Leisure,Economy Class,Feb,5.0,5.0,4.0,A320,3.0,OUL,HEL
1.4,"""they have lost my business""",Business,Business Class,Feb,1.0,2.0,3.0,A319,1.0,Heathrow,Amsterdam
2.9,"""shocking lack of legroom""",Solo Leisure,Business Class,Feb,1.0,4.0,4.0,A320,1.0,OTP,Heathrow
6.2,"""flight was amazing""",Business,Economy Class,Feb,5.0,5.0,1.0,A380,3.0,IAD,Heathrow
1.7,"""no entertainment""",Couple Leisure,Premium Economy,Feb,3.0,2.0,4.0,Boeing 747,2.0,Heathrow,Cape Town
2.2,"""BA has become so complacent""",Couple Leisure,First Class,Jan,1.0,1.0,1.0,Boeing 777,3.0,Manchester,Heathrow
7.3,"""Service top notch """,Couple Leisure,Business Class,Feb,4.0,5.0,5.0,Boeing 777,3.0,LAX,Heathrow
9.2,"""staff friendly and efficient""",Couple Leisure,Economy Class,Jan,4.0,5.0,2.0,Boeing 777,3.0,Gatwick,PUJ
3.0,"""dingy and tired looking""",Solo Leisure,Premium Economy,Feb,4.0,1.0,3.0,Boeing 777,3.0,Gatwick,CUN
1.8,"""like sleeping on a park bench""",Couple Leisure,First Class,Feb,1.0,4.0,4.0,Boeing 787-9,3.0,Kuala Lumpur,Heathrow
8.8,"""paid extra for exit row seats""",Couple Leisure,Economy Class,Feb,5.0,5.0,5.0,Boeing 767,5.0,Heathrow,Athens
1.1,"""flight just about adequate""",Family Leisure,Economy Class,Feb,1.0,1.0,2.0,Boeing 747,1.0,Heathrow,Vancouver
2.0,"""unlikely I will fly BA again""",Business,Business Class,Feb,3.0,3.0,2.0,Boeing 787,2.0,SEA,Heathrow
6.0,"""crew were welcoming""",Couple Leisure,Business Class,Feb,2.0,5.0,2.0,A320,4.0,Gatwick,NAP
7.8,"""service was satisfactory""",Solo Leisure,Economy Class,Feb,5.0,3.0,3.0,A319,3.0,Heathrow,DUB
2.5,"""no storage around the seat""",Solo Leisure,Business Class,Feb,2.0,2.0,4.0,Boeing 777,2.0,Toronto,Heathrow
5.3,"""adequate leg room""",Couple Leisure,Economy Class,Feb,3.0,4.0,4.0,A320,2.0,Gatwick,RAK
0.1,"""not responsible for luggage""",Family Leisure,Economy Class,Jan,3.0,3.0,1.0,Boeing 747,1.0,Vancouver,Heathrow
7.6,"""efficient check in""",Solo Leisure,Business Class,Jan,5.0,5.0,2.0,A320,4.0,Gatwick,Geneva
9.8,"""food was outstanding""",Couple Leisure,First Class,Dec,5.0,5.0,4.0,A380,5.0,Heathrow,MIa
6.8,"""seating configuration is odd""",Family Leisure,Business Class,Feb,4.0,5.0,3.0,Boeing 747-400,5.0,Edinburgh,Heathrow
2.7,"""being second rate""",Family Leisure,Business Class,Feb,3.0,3.0,2.0,Boeing 777,3.0,Heathrow,Dubai
8.1,"""clean new leather seats""",Solo Leisure,Economy Class,Dec,4.0,4.0,3.0,A320,4.0,MXP,Heathrow
8.0,"""crew were upbeat and attentive""",Solo Leisure,Economy Class,Jan,3.0,5.0,4.0,A320,4.0,BCN,Heathrow
8.6,"""definitely fly them again""",Business,Business Class,Feb,4.0,5.0,4.0,Boeing 747-400,4.0,Heathrow,BOM
8.6,"""good food and drink""",Solo Leisure,First Class,Nov,5.0,5.0,4.0,Boeing 777,5.0,ATL,Heathrow
7.9,"""cost-cutting being evident""",Business,Business Class,Dec,4.0,4.0,3.0,Boeing 777-200,4.0,DOH,BAH
1.2,"""incompetent staff at check in""",Family Leisure,Economy Class,Feb,3.0,3.0,1.0,A321,2.0,ZRH,London
4.6,"""in need of urgent update""",Business,Business Class,Jan,3.0,4.0,4.0,Boeing 747-400,2.0,Heathrow,GRU
8.7,"""good hand baggage only deal""",Solo Leisure,Economy Class,Feb,4.0,4.0,1.0,A320,5.0,KBP,Heathrow
3.4,"""first and last time""",Family Leisure,Economy Class,Feb,2.0,1.0,3.0,Boeing 747-400,2.0,Vancouver,Heathrow
9.1,"""very nice welcome""",Couple Leisure,Economy Class,Jan,4.0,5.0,5.0,A320,5.0,Glasgow,Heathrow
8.5,"""service was excellent""",Solo Leisure,Economy Class,Jan,4.0,5.0,5.0,A380,4.0,O.R. Tambo,Heathrow
5.6,"""not a first class experience""",Couple Leisure,First Class,Feb,3.0,4.0,3.0,Boeing 777-200,3.0,GIG,Heathrow
7.8,"""not overwhelming First Class""",Couple Leisure,First Class,Jan,3.0,4.0,3.0,A380,4.0,Heathrow,Singapore
6.7,"""crew were fine but nothing special""",Couple Leisure,Economy Class,Jan,3.0,3.0,4.0,A320,4.0,WAW,Heathrow
10.0,British Airways customer review,Business,First Class,Jan,5.0,5.0,4.0,Boeing 777,5.0,Heathrow,EWR
6.6,"""very little seat privacy""",Solo Leisure,Business Class,Oct,3.0,5.0,5.0,A318,1.0,London,John F. Kennedy
0.5,"""staff were loud and abrupt""",Solo Leisure,Economy Class,Jan,2.0,2.0,1.0,Boeing 777-200,1.0,Heathrow,Boston
